ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Meta: _yoast_indexnow_last_ping","Meta: _wc_gla_synced_at","Meta: _wc_gla_sync_status","Meta: _wc_gla_visibility","Meta: _wc_gla_mc_status","Meta: _wp_page_template","Meta: woodmart_price_unit_of_measure","Meta: _wc_gla_condition","Meta: woodmart_total_stock_quantity","Meta: _product_360_image_gallery","Meta: _woodmart_whb_header","Meta: _woodmart_main_layout","Meta: _woodmart_sidebar_width","Meta: _woodmart_custom_sidebar","Meta: _woodmart_new_label","Meta: _woodmart_new_label_date","Meta: _woodmart_swatches_attribute","Meta: _woodmart_related_off","Meta: _woodmart_exclude_show_single_variation","Meta: _woodmart_product_video","Meta: _woodmart_product_hashtag","Meta: _woodmart_single_product_style","Meta: _woodmart_thums_position","Meta: _woodmart_extra_content","Meta: _woodmart_extra_position","Meta: _woodmart_product_design","Meta: _woodmart_product-background","Meta: _woodmart_hide_tabs_titles","Meta: _woodmart_product_custom_tab_title","Meta: _woodmart_product_custom_tab_priority","Meta: _woodmart_product_custom_tab_content_type","Meta: _woodmart_product_custom_tab_content","Meta: _woodmart_product_custom_tab_html_block","Meta: _woodmart_product_custom_tab_title_2","Meta: _woodmart_product_custom_tab_priority_2","Meta: _woodmart_product_custom_tab_content_type_2","Meta: _woodmart_product_custom_tab_content_2","Meta: _woodmart_product_custom_tab_html_block_2","Meta: _woodmart_product_custom_tab_title_3","Meta: _woodmart_product_custom_tab_priority_3","Meta: _woodmart_product_custom_tab_content_type_3","Meta: _woodmart_product_custom_tab_content_3","Meta: _woodmart_product_custom_tab_html_block_3","Meta: _woodmart_product_custom_tab_title_4","Meta: _woodmart_product_custom_tab_priority_4","Meta: _woodmart_product_custom_tab_content_type_4","Meta: _woodmart_product_custom_tab_content_4","Meta: _woodmart_product_custom_tab_html_block_4","Meta: _woodmart_product_custom_tab_title_5","Meta: _woodmart_product_custom_tab_priority_5","Meta: _woodmart_product_custom_tab_content_type_5","Meta: _woodmart_product_custom_tab_content_5","Meta: _woodmart_product_custom_tab_html_block_5","Meta: _yoast_wpseo_primary_product_brand","Meta: _yoast_wpseo_primary_product_cat","Meta: _yoast_wpseo_content_score","Meta: _yoast_wpseo_focuskeywords","Meta: _yoast_wpseo_keywordsynonyms","Meta: _yoast_wpseo_estimated-reading-time-minutes","Meta: _elementor_edit_mode","Meta: _elementor_template_type","Meta: _elementor_version"
18657,simple,,,"20Ft X 8Ft Open Side Bunded Open Mesh Floor Store",1,0,visible,"FEATURESNew open mesh floor design converted from one trip shipping containers1 pair hinged double doors at end & 1 pair double hinged doors along one sideTwo locking bars on each doorFactory fitted lockboxForklift pockets24 VentsGalvanised mesh floor loading – 7.5kN /m2","20FT X 8FT OPEN SIDE BUNDED OPEN MESH FLOOR STOREPRODUCT DETAILSOur 20ft open side, open mesh floor bunded stores have a pair of double hinged doors along one side of the container giving full side access – as well as a pair of double doors at the end.Ideal for storage of chemical or hazardous materials.This container is available to buy online and can be delivered to locations throughout USA. Contact our friendly container sales team for further information.PRODUCT SPECIFICATIONSExternal Length (m)6.06External Width (m)2.44External Height (m)2.59Internal Length (m)5.95Internal Width (m)2.29Internal Height (m)2.39Door Width (m)2.34Side Door Width (m)5.82Door Height (m)2.28Weight (kg)20FT OPEN SIDE BUNDED OPEN MESH FLOOR STORAGE CONTAINER FEATURESNew open mesh floor design converted from one trip shipping containers1 pair hinged double doors at end & 1 pair double hinged doors along one sideTwo locking bars on each doorFactory fitted lockboxForklift pockets24 VentsGalvanised mesh floor loading – 7.5kN /m220FT X 8FT OPEN SIDE BUNDED OPEN MESH FLOOR STOREskyhighcontainersskyhighcontainers",,,taxable,,1,,,0,0,,,,,1,,9600.00,11000.00,"20ft Containers",,,"https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/633-20ft-open-sided-bunded-doors-fully-open-960x640-2-600x400-1.jpg, https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/628-8ft-open-mesh-floor-1-1-600x450-1.png",,,,,,,,,0,,1750823551,1782961539,synced,sync-and-show,approved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18658,simple,,,"20Ft X 8Ft Raised Bunded Store",1,0,visible,"FEATURESNew – Made from a ’One Trip’ Container300mm Raised BundAll ‘Cor-Ten Steel’ constructionExterior hinged double doors at endTwo locking bars on doorFactory fitted lockboxForklift pockets3mm Durbar Floor welded into container24 Vents","PRODUCT DETAILS20ft Raised Bunded Storage Container for sale.Ideal for storage of chemical or hazardous materials.This container is available to buy online and can be delivered to locations throughout USA. Contact our friendly container sales team for further information.PRODUCT SPECIFICATIONSExternal Length (m)6.06External Width (m)2.44External Height (m)2.59Internal Length (m)5.84Internal Width (m)2.35Internal Height (m)2.39Door Width (m)2.34Door Height (m)2.28Weight (kg)2390Floor TypeSteel Bunded FloorNEW 20FT RAISED BUNDED STORAGE CONTAINER FEATURESNew – Made from a ’One Trip’ Container300mm Raised BundAll ‘Cor-Ten Steel’ constructionExterior hinged double doors at endTwo locking bars on doorFactory fitted lockboxForklift pockets3mm Durbar Floor welded into container24 Vents20FT X 8FT RAISED BUNDED STORE20FT X 8FT RAISED BUNDED STOREskyhighcontainers",,,taxable,,1,,,0,0,,,,,1,,,5683.00,"20ft Containers",,,https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/135-20ft-raised-bunded-end-960x640-1-600x400-1.jpg,,,,,,,,,0,,1750823551,1782961539,synced,sync-and-show,approved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18659,simple,,,"20Ft X 8Ft Tunnel Container (Double End Door) One Trip",1,0,visible,"FEATURESNEW – One Trip OnlyCSC plated (gross weight) max: 30 tonAll Cor-Ten Steel constructionExterior hinged double doors at each endTwo locking bars on each doorFactory fitted lockbox on each end2 x forklift pockets on each side28mm Marine Plywood floor on steel cross members4 Vents","PRODUCT DETAILSOur 20ft tunnel containers are ideal for storage of smaller items and palletised goods. Easy access via the double end doors for loading & unloading by hand or by forklift.Sometimes these tunnel containers are purchased by self storage companies who divide the container into two 10ft stores.These are nearly new shipping containers having made only a single journey from China where they were manufactured.20FT DOUBLE END DOOR SHIPPING CONTAINER FEATURESNEW – One Trip OnlyCSC plated (gross weight) max: 30 tonAll Cor-Ten Steel constructionExterior hinged double doors at each endTwo locking bars on each doorFactory fitted lockbox on each end2 x forklift pockets on each side28mm Marine Plywood floor on steel cross members4 VentsPRODUCT SPECIFICATIONSExternal Length (m)6.06External Width (m)2.44External Height (m)2.59Internal Length (m)5.84Internal Width (m)2.35Internal Height (m)2.39Door Width (m)2.34Door Height (m)2.28Weight (kg)2450Floor Type28mm Marine PlyTunnel containers are available to buy online or by contacting our helpful container sales team.20FT X 8FT Tunnel Container20FT X 8FT Tunnel Containerskyhighcontainers",,,taxable,,1,,,0,0,,,,,1,,,3100.00,"20ft Containers",,,"https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/8-20ft-Tunnel-Container-final-960x640-2-600x400-1.jpg, https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/8-20ft-Tunnel-Container-front-doors-open-final-960x640-1-600x400-1.jpg, https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/8-20ft-Tunnel-Container-front1-final-960x640-2-600x400-1.jpg",,,,,,,,,0,,1750823552,1782961539,synced,sync-and-show,partially_approved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18660,simple,,,"20Ft X 8Ft Used Cargo-Worthy Dry Van",1,0,visible,"FEATURESCSC Plating for shippingGenuine Used – Ex-Shipping LinesAll Corten Steel constructionTwo locking bars on each door2 x forklift pockets on each side28mm Marine Plywood Floor on steel cross membersFitted ventsGuaranteed to be structurally soundGuaranteed wind &amp; watertight","This 20ft used cargo-worthy dry van shipping container is available to buy online or by contacting our dedicated container sales team.20FT USED CARGO-WORTHY SHIPPING CONTAINER FEATURESCSC Plating for shippingGenuine Used – Ex-Shipping LinesAll Corten Steel constructionTwo locking bars on each door2 x forklift pockets on each side28mm Marine Plywood Floor on steel cross membersFitted ventsGuaranteed to be structurally soundGuaranteed wind &amp; watertightPRODUCT SPECIFICATIONSExternal Length (m)6.06External Width (m)2.44External Height (m)2.59Internal Length (m)5.84Internal Width (m)2.35Internal Height (m)2.39Door Width (m)2.34Door Height (m)2.28Weight (kg)2200Floor Type28mm Marine Ply20FT X 8FT USED CARGO-WORTHY DRY VAN20FT X 8FT USED CARGO-WORTHY DRY VANskyhighcontainers",,,taxable,,1,,,0,0,,,,,1,,,1534.00,"Used Shipping Containers",,,"https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/551-20ft-x-8ft-end-doors-960x640-1-600x400-1.jpg, https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/551-20ft-x-8ft-used-cargo-worthy-960x640-1-600x400-1.jpg",,,,,,,,,0,,1776364972,1782961539,synced,sync-and-show,approved,default,,used,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,,,text,,,,,text,,,,,text,,,,,text,,,,,text,,,,,60,,,1
18661,simple,,,"20Ft X 8Ft Used Flat Rack Shipping Containers",1,0,visible,"FEATURESNo side wallsLashing rings for securing loadPlated for shipping and stacking when loaded (refer to plat for full details)BENEFITSIdeal for large, heavy or unusual loadsPopular for re-use as bridges and platforms","BUY 20FT X 8FT USED FLAT RACK SHIPPING CONTAINERSThis 20ft used flat rack container is available for sale and delivery USA,  and worldwide. Available in 20ft and 40ft flat rack containers are ideal for large and heavy loads which cannot be loaded into a conventional container. There are no sides at all on a flat rack container and the ends can be either fixed or collapsible.20ft flat rack container – 20ft flat rack for saleThe benefit of the collapsible design is that empty containers can be stacked to take up less space.The unit includes lashing rings in the side rails, floors and corner posts to allow the cargo to be secured and tied down. Units are available with and without forklift pockets.FEATURESNo side wallsLashing rings for securing loadPlated for shipping and stacking when loaded (refer to plat for full details)BENEFITSIdeal for large, heavy or unusual loadsPopular for re-use as bridges and platformsPRODUCT SPECIFICATIONSExternal Length (m)6.06External Width (m)2.44External Height (m)2.59Internal Length (m)5.63Weight (kg)2740Internal Width (m)2.23Floor Type28mm Marine Ply20FT X 8FT USED FLAT RACK SHIPPING CONTAINERSskyhighcontainersskyhighcontainers",,,taxable,,1,,,0,0,,,,,1,,1900.00,2800.00,"Used Shipping Containers",,,https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/341-Used-20ft-Flat-Rack-960x640-2-600x400-1-1-430x287-1.jpg,,,,,,,,,0,,1776365211,1782961539,synced,sync-and-show,approved,default,,used,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,,,text,,,,,text,,,,,text,,,,,text,,,,,text,,,,,30,,,1
18662,simple,,,"20Ft X 8Ft Used Shipping Container Open Top",1,0,visible,"FEATURESRemovable roofLashing rings enable cargo to be securedBENEFITSRemovable roof allows for craneage of large or heavy items from above","20FT X 8FT USED SHIPPING CONTAINER OPEN TOP FOR SALEThis 20ft x 8ft used open top container is available for sale and delivery to USA. Open top containers do not have the conventional steel corrugated container roof. Instead they have removable bows and a weatherproof tarpaulin which can be secured with ropes.BUY OPEN TOP SHIPPING CONTAINERS IN USAThis significantly simplifies the loading and unloading process which is usually done by crane from above. The door header (above the door) can also be swung round / removed to allow easy access for the cargo. Open top containers are ideal for the movement of machinery. The container must be shipped with the bows and tarpaulin which also provide some strength. If the machinery is over height then usually you will need to use a flat rack container which has no roof at all. Lashing rings are provided for securing the load during transport.FEATURESRemovable roofLashing rings enable cargo to be securedBENEFITSRemovable roof allows for craneage of large or heavy items from aboveA larger 40ft open top container is also available for sale.PRODUCT SPECIFICATIONSExternal Length (m)6.06External Width (m)2.44External Height (m)2.59Internal Length (m)5.90Internal Width (m)2.35Door Width (m)2.34Door Height (m)2.28Weight (kg)2300Floor Type28mm Marine Ply20FT X 8FT USED SHIPPING CONTAINER OPEN TOPskyhighcontainersskyhighcontainers",,,taxable,,1,,,0,0,,,,,1,,2100.00,2900.00,"20ft Containers",,,"https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/349-20ft-used-open-top-external-960x640-2-600x400-1.jpg, https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/349-20ft-used-open-top-external-angle-960x640-3-600x400-1.jpg",,,,,,,,,0,,1776365240,1782961539,synced,sync-and-show,partially_approved,default,,used,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,,,text,,,,,text,,,,,text,,,,,text,,,,,text,,,,,30,,,2
18663,simple,,,"30Ft x 8Ft shipping container bulk",1,0,visible,"FEATURESUSED – Ex-shipping linesAll Corten Steel constructionExterior hinged double doors at endTwo locking bars on each door2 x forklift pockets on each sideWooden floor on steel cross members4 or 8 Vents depending on model4 Top opening lidsFront tipping hatchIdeal for site storage2 Door or 3 Door Configurations","30 FT SHIPPING CONTAINERSPRODUCT DETAILSExcellent value used 30ft shipping containers available for sale throughout  USA.Enquire online or contact our dedicated container sales team for more information.USED 30FT SHIPPING CONTAINER FEATURESUSED – Ex-shipping linesAll Corten Steel constructionExterior hinged double doors at endTwo locking bars on each door2 x forklift pockets on each sideWooden floor on steel cross members4 or 8 Vents depending on model4 Top opening lidsFront tipping hatchIdeal for site storage2 Door or 3 Door ConfigurationsPRODUCT SPECIFICATIONSExternal Length (m)9.12External Width (m)2.44External Height (m)2.59Internal Length (m)9.00Internal Width (m)2.35Internal Height (m)2.39Door Width (m)2.34Door Height (m)2.28Weight (kg)2940Some of our used 30ft containers have fiberglass floors. Please contact our sales team to discuss your requirements.30FT SHIPPING CONTAINERskyhighcontainersskyhighcontainers",,,taxable,,1,,,0,0,,,,,1,,2500.00,3100.00,"30ft Containers",,,https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/335-30ft-used-bulk-960x640-1-600x400-1-1.jpg,,,,,,,,,0,,1750824433,1782961539,synced,sync-and-show,partially_approved,default,,,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,,,text,,,,,text,,,,,text,,,,,text,,,,,text,,,,,90,,,1
18664,simple,,,"30Ft X 8Ft Shipping Container One Trip – Cut Down",1,0,visible,"FEATURESSteel constructionCut Down New (One Trip) Shipping ContainerEx-Shipping LinesCut to size and exact length requirementsDouble doorsFabricated rear panels & corner postsPrepared & re-sprayed inside and outFitted Lockbox","30FT X 8FT SHIPPING CONTAINER ONE TRIPPRODUCT DETAILS30ft shipping containers for sale online or contact our specialist container sales team.This is a new (one trip) container that has been cut down to 30ft.  This is an excellent storage container for locations that can’t take a full 40ft container.30FT CUT DOWN SHIPPING CONTAINER FEATURESSteel constructionCut Down New (One Trip) Shipping ContainerEx-Shipping LinesCut to size and exact length requirementsDouble doorsFabricated rear panels & corner postsPrepared & re-sprayed inside and outFitted LockboxPRODUCT SPECIFICATIONSExternal Length (m)9.12External Width (m)2.44External Height (m)2.59Internal Length (m)9.00Internal Width (m)2.35Internal Height (m)2.39Door Width (m)2.34Door Height (m)2.28Weight (kg)3190Floor Type28mm Marine PlyIMPORTANT INFORMATIONThis 30ft container cannot be used for shipping.30FT X 8FT SHIPPING CONTAINER ONE TRIP – CUT DOWNskyhighcontainersskyhighcontainers20 YEARS IN BUSINESSWe can source and deliver containers to any national locationSky High Containers sales is at the heart of our business. At Sky High Containers we are a bunch of people who simply want to offer you a range of shipping containers and shipping container derived products to choose from so that you can find the solution that you need whether it be for storage, accommodation or an engineering application. At Sky High Containers draws on containers from stock and from sources throughout the USA and Canada and supplies containers and stores for sale and for hire wherever the requirement arises. It’s not just the containers we know about. We can give you advice on locks, delivery, dimensions, weight capacities, usage or anything else you’d like to know20 YEARS IN BUSINESSWe can source and deliver containers to any national locationSky High Containers sales is at the heart of our business. At Sky High Containers we are a bunch of people who simply want to offer you a range of shipping containers and shipping container derived products to choose from so that you can find the solution that you need whether it be for storage, accommodation or an engineering application. At Sky High Containers draws on containers from stock and from sources throughout the USA and Canada and supplies containers and stores for sale and for hire wherever the requirement arises. It’s not just the containers we know about. We can give you advice on locks, delivery, dimensions, weight capacities, usage or anything else you’d like to know",,,taxable,,1,,,0,0,,,,,1,,5100.00,7100.00,"30ft Containers",,,"https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/614-SAM_0065-final-960x640-1-600x400-1.jpg, https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/614-30ft-container-final-960x640-1-600x400-1.jpg",,,,,,,,,0,,1750823554,1782961539,synced,sync-and-show,approved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18665,simple,,,"30Ft X 8Ft Used Shipping Container Bulk",1,0,visible,"FEATURESUSED – Ex-shipping linesAll Corten Steel constructionExterior hinged double doors at endTwo locking bars on each door2 x forklift pockets on each sideWooden floor on steel cross members","30FT X 8FT USED SHIPPING CONTAINER FOR SALEExcellent value used 30ft shipping containers available for sale throughout USA.Enquire online or contact our dedicated container sales team for more information.USED 30FT SHIPPING CONTAINER FEATURESUSED – Ex-shipping linesAll Corten Steel constructionExterior hinged double doors at endTwo locking bars on each door2 x forklift pockets on each sideWooden floor on steel cross members4 or 8 Vents depending on model4 Top opening lidsFront tipping hatchIdeal for site storage2 Door or 3 Door ConfigurationsSome of our used 30ft containers have fiberglass floors. Please contact our sales team to discuss your requirements.30FT X 8FT USED SHIPPING CONTAINER BULK FOR SALEskyhighcontainersskyhighcontainers",,,taxable,,1,,,0,0,,,,,1,,1800.00,2000.00,"Used Shipping Containers",,,https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/355-40ft-Used-Container-800x534-1-1-430x287-1.jpg,,,,,,,,,0,,1776365269,1782961539,synced,sync-and-show,partially_approved,default,,used,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,,,text,,,,,text,,,,,text,,,,,text,,,,,text,,,,,90,,,1
18666,simple,,,"3M X 4.2M Side Linked Flat Pack Container Bundle (Galvanised)",1,0,visible,"BENEFITSSimple to join togetherStorage units can be taken apart and moved at anytimeUnits can be re-used together or individually (remember to retain the surplus side panels when you link)Ideal for storage of bulky items (such as insulation on construction sites)Doors are simple and easy to use by all, operated with just the turn of a keyStrong and lightweightSuitable for schools, clubs, construction projects and garden use to protect against theft and the weather","With all the usual benefits of the flat pack storage range – notably that the individual components can be moved by hand and erected in challenging positions behind or even within buildings as required. The linking kit is galvanised for long life and to match seamlessly with the containers.This bundle comprises:2no 3m flat pack galvanised stores1no side by side linking kitThis provides 11.3m² or 121 square feet. Additional units can also be joined if required (add additional link kits and stores to your online basket in the checkout process).The side linked set-up also benefits from multiple doors an extra set of doors with each additional unit added. linked units can be joined with doors at the same end or opposite ends.Please note flat pack containers can only be joined in one direction eg: side by side or end on end in the same structure.3M X 4.2M LINKED FLAT PACK STORES (GALVANISED) – BENEFITSSimple to join togetherStorage units can be taken apart and moved at anytimeUnits can be re-used together or individually (remember to retain the surplus side panels when you link)Ideal for storage of bulky items (such as insulation on construction sites)Doors are simple and easy to use by all, operated with just the turn of a keyStrong and lightweightSuitable for schools, clubs, construction projects and garden use to protect against theft and the weatherThis linked flatpack container bundle is available for sale and delivery throughout the USA. Add to lorry to calculate delivery cost to your postcode.PRODUCT SPECIFICATIONSExternal Length (m)2.95External Width (m)4.37External Height (m)2.09Internal Length (m)2.80Internal Width (m)4.07Internal Height (m)1.95Door Width (m)1.25Door Height (m)1.88Floor Type15mm OSB BoardWeight (Flatpacked) (kg)7043M X 4.2M SIDE LINKED FLAT PACK CONTAINER BUNDLE (GALVANISED)SIDE LINKED FLAT PACK CONTAINER BUNDLESIDE LINKED FLAT PACK CONTAINER BUNDLE",,,taxable,,1,,,0,0,,,,,1,,,2050.00,"Flat Pack Containers",,,"https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/972-Linked-Flatpacks-Interior-960x640-1-600x400-1.jpg, https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/973AEC1-960x640-1-600x400-1.jpg, https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/975-Linked-FlatPack-Containers-Doors-Closed-960x640-1-600x400-1.jpg",,,,,,,,,0,,1750823555,1782961539,synced,sync-and-show,approved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18667,simple,,,"3M X 4.2M Side Linked Flat Pack Container Bundle (Powder Coated)",1,0,visible,"BENEFITSSimple to join togetherMany users like the softer lines and building feel compared to shipping containers of similar sizesStorage units can be taken apart and moved at anytimeIdeal for storage of bulky items or different products when you need the space to reach the items at the back of storageDoors are simple and easy to use by all, operated with just the turn of a key.","If you need a large open space for storage of goods in an awkward space two side by side linked 3m stores provides 11.3m²  or 121 square feet and its an expandable solution too (add additional containers and link kits once you add the bundle of units to your basket).Side by side links benefit from all the usual benefits of the flat pack storage range notably that the individual components can be moved by hand and erected in challenging positions behind or even within buildings as required.The linking kit is powder coated in green to match the containers and for long life the green powder coated finish  makes it an ideal storage for discreet use in the countryside.This bundle comprises:2no 3m flat pack galvanised stores1no side by side linking kitThe side-linked bundle benefits from 2 doors and an extra set of doors is included with each additional store unit added.Linked units can be joined with doors at the same end of opposite ends, providing great flexibility in restricted spaces.Please note flat pack containers can only be joined in one direction eg: side by side or end on end.3M X 4.2M FLAT PACK STORAGE CONTAINERS (POWDER COATED) BENEFITSSimple to join togetherMany users like the softer lines and building feel compared to shipping containers of similar sizesStorage units can be taken apart and moved at anytimeIdeal for storage of bulky items or different products when you need the space to reach the items at the back of storageDoors are simple and easy to use by all, operated with just the turn of a key.PRODUCT SPECIFICATIONSExternal Length (m)2.95External Width (m)4.37External Height (m)2.09Internal Length (m)2.80Internal Width (m)4.07Internal Height (m)1.95Door Width (m)1.25Door Height (m)1.88Weight (Flatpacked) (kg)704Weight Heaviest Part (when Demounted) (kg)1203M X 4.2M SIDE LINKED FLAT PACK CONTAINER BUNDLE (POWDER COATED)SIDE LINKED FLAT PACK CONTAINER BUNDLESIDE LINKED FLAT PACK CONTAINER BUNDLESIDE LINKED FLAT PACK CONTAINER BUNDLE",,,taxable,,1,,,0,0,,,,,1,,,2257.00,"Flat Pack Containers",,,"https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/971-LI4-960x640-1-600x400-1.jpg, https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/972-Linked-Flatpacks-Interior-960x640-2-600x400-1.jpg, https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/973AEC1-960x640-2-600x400-1.jpg",,,,,,,,,0,,1750823556,1782961539,synced,sync-and-show,approved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18668,simple,,,"Used 40Ft Cargo Worthy Shipping Containers",1,0,visible,"FEATURESCSC Plating for shippingGenuine Used – Ex-Shipping LinesAll ‘Corten Steel’ constructionTwo locking bars on each door2 x forklift pockets on each side28mm Marine Plywood Floor on steel cross membersFitted ventsUsed ConditionGuaranteed to be structurally sound • Guaranteed wind &amp; watertight.","If you are looking to buy a cheap 40ft storage container then look no further!We have a number of cheap used 40ft shipping containers available for sale. These ex-shipping line containers have been well used but they are guaranteed to be structurally sound and wind &amp; watertight.Used containers measure 40ft x 8ft and are an ideal secure and cost effective method of storing a wide range of products and materials. Container conversion and modification service also available including line out and insulate, fitting doors and windows or repainting in any RAL colour of your choice (at additional cost).USED 40FT CARGO-WORTHY SHIPPING CONTAINER FEATURESCSC Plating for shippingGenuine Used – Ex-Shipping LinesAll ‘Corten Steel’ constructionTwo locking bars on each door2 x forklift pockets on each side28mm Marine Plywood Floor on steel cross membersFitted ventsUsed ConditionGuaranteed to be structurally sound • Guaranteed wind &amp; watertight.RODUCT SPECIFICATIONSExternal Length (m)12.19External Width (m)2.44External Height (m)2.59Internal Length (m)12.00Internal Width (m)2.35Internal Height (m)2.39Door Width (m)2.34Door Height (m)2.28Weight (kg)3420Floor Type28mm Marine Ply40FT USED SHIPPING CONTAINERskyhighcontainersskyhighcontainers",,,taxable,,1,,,0,0,,,,,1,,,1445.00,"Used Shipping Containers",,,https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/40HCCW_588a7999-9f56-4531-8c95-fd8c6bb93ae8_1024x1024@2x.jpg,,,,,,,,,0,,1776366181,1782961539,synced,sync-and-show,approved,default,,used,,,none,default,default,none,,,,,,,,inherit,inherit,,after,inherit,,,,,text,,,,,text,,,,,text,,,,,text,,,,,text,,,,,30,,,1
18669,simple,,,"40Ft Full Side Access Container High Cube (9′ 6″ High)",1,0,visible,"40FT HIGH CUBE OPEN SIDED CONTAINER FOR SALE FEATURESNEW – One Trip Only11836mm (38ft 9″) side opening with no central postCSC plated (gross weight) max: 24000KGAll Cor-Ten Steel constructionExterior hinged double doors with Two locking bars per door at one 8ft end and on one 40ft side with Three locking bars on each door28mm Marine Plywood floor on steel cross members8 VentsSteel Bunded floor can be installed at an additional cost","BUY 40FT FULL SIDE ACCESS CONTAINER HIGH CUBE (9′ 6″ HIGH)PRODUCT DETAILS40ft x 8ft one trip High Cube (9ft 6′) shipping containers for sale.PRODUCT SPECIFICATIONSExternal Length (m)12.19External Width (m)2.44External Height (m)2.90Internal Length (m)12.03Internal Width (m)2.29Internal Height (m)2.70Door Width (m)2.23Side Door Width (m)11.84Door Height (m)2.59Weight (kg)620040FT HIGH CUBE OPEN SIDED CONTAINER FOR SALE FEATURESNEW – One Trip Only11836mm (38ft 9″) side opening with no central postCSC plated (gross weight) max: 24000KGAll Cor-Ten Steel constructionExterior hinged double doors with Two locking bars per door at one 8ft end and on one 40ft side with Three locking bars on each door28mm Marine Plywood floor on steel cross members8 VentsSteel Bunded floor can be installed at an additional cost40FT FULL SIDE ACCESS CONTAINERskyhighcontainersskyhighcontainers",,,taxable,,1,,,0,0,,,,,1,,12000.00,14100.00,"40ft Containers",,,"https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/714-40ft-High-Cube-FSA-Doors-Open-960x640-2-600x400-1.jpg, https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/714-FSA-High-Cube-960x640-2-600x400-1.jpg, https://firstchoiceshippingcontainers.com/wp-content/uploads/2025/06/714-40ft-High-Cube-FSA-End-Doors-Open-960x640-2-600x400-1.jpg",,,,,,,,,0,,1750823557,1782961539,synced,sync-and-show,partially_approved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
